City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
1696,Hilo,US,83.28,few clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1716,Labuan,MY,80.96,few clouds,5.2767,115.2417,Tiara Labuan Hotel
1723,Atuona,PF,77.23,few clouds,-9.8,-139.0333,Villa Enata
1727,Riyadh,SA,78.75,light rain,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
1732,Yerbogachen,RU,75.06,scattered clouds,61.2767,108.0108,
1736,Vaini,TO,80.76,broken clouds,-21.2,-175.2,Keleti Beach Resort
1737,Amahai,ID,81.23,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
1742,Muroto,JP,83.3,few clouds,33.2833,134.15,Oota Ryokan
1752,Kavaratti,IN,77.94,overcast clouds,10.5669,72.642,Green leaf
1758,Avarua,CK,77.05,broken clouds,-21.2078,-159.775,Paradise Inn
1765,Butaritari,KI,81.52,light rain,3.0707,172.7902,Isles Sunset Lodge
1770,Vaini,TO,80.76,broken clouds,-21.2,-175.2,Keleti Beach Resort
1772,Sao Filipe,CV,75.15,few clouds,14.8961,-24.4956,Hotel Xaguate
1786,Hilo,US,83.28,few clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1789,Panguna,PG,84.0,broken clouds,-6.3164,155.4848,
1794,Kapaa,US,84.52,clear sky,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1795,Isugod,PH,83.86,light rain,9.3408,118.1196,
1808,Bengkulu,ID,81.0,broken clouds,-3.8004,102.2655,Grage Hotel Bengkulu
1809,Wagar,SD,76.08,overcast clouds,16.1525,36.2032,
1811,Butaritari,KI,81.52,light rain,3.0707,172.7902,Isles Sunset Lodge
1812,Palmer,US,76.06,overcast clouds,42.1584,-72.3287,Wedgewood Motel
1817,Dingle,PH,84.63,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
1822,Mogadishu,SO,75.65,clear sky,2.0371,45.3438,Hotel Juba
1826,Mount Isa,AU,80.37,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
1828,Ust-Nera,RU,78.03,overcast clouds,64.5667,143.2,Hotel Ust-Nera
1830,Hilo,US,83.28,few clouds,19.7297,-155.09,Hilo Hawaiian Hotel
1833,Salalah,OM,75.83,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
1834,Avarua,CK,77.05,broken clouds,-21.2078,-159.775,Paradise Inn
1837,Yumen,CN,78.44,few clouds,40.2833,97.2,
1838,Bandarbeyla,SO,76.57,clear sky,9.4942,50.8122,JABIR HOTEL
